v1,v2
ham,"[Web발신] [SKT] <special T> 데이터 혜택 안내  장기 우수 고객님, 안녕하세요. SK텔레콤을 믿고 이용해 주신 고객님께 <special T> 혜택으로 가입일 기념 데이터 6GB를 드립니다. 오래 이용할수록 혜택이 커지는 <special T>를 만나 보세요.  ■ <special T> 안내 - 오래 이용할수록 혜택이 커지는 장기 우수 고객 감사 프로그램  ■ <가입일 기념 데이터> 증정 - 가입 기간이 5년 이상인 고객님께 매년 가입 연수만큼 데이터 증정 - 가입하신 달 1일에 자동 적용 * 가입 기간이 30년 이상인 고객님께는 최대 30GB를 드립니다.  ■ 유의 사항 - 가입일 기념 데이터는 받으신 달에만 사용하실 수 있습니다. - 가입일 기념 데이터는 다음 달 1일 0시에 사라집니다.  special T가 드리는 데이터 6GB를 지금 확인하고 사용해 보세요.  ▶ <가입일 기념 데이터> 자세히 보기: https://skt.sh/qG7C9 ▶ 제공량 및 잔여 데이터 확인하기: https://bit.ly/3T6Bhfm  ■ 문의: SKT 고객센터(114)  언제나 SKT와 함께해 주셔서 감사합니다."
ham,"[Web발신] [SKT] 상품권 선물 사칭 스미싱 주의 안내  고객님, 안녕하세요. 최근 상품권 선물을 사칭한 스미싱으로 피해가 발생하고 있습니다. 주요 사례를 안내드리니 주의해 주시기 바랍니다.  ■ 주요 사례 ① 상품권 선물 문자 내용에 적혀있는 인터넷 주소(URL)를 누르면 악성 앱이 설치되고, 휴대폰 주소록에 저장된 지인들에게 같은 내용의 문자가 무작위 발송됨  ② 악성 앱으로 휴대폰을 해킹한 범죄 조직이 계좌에서 돈을 출금함   ■ 대처 방법 ① 인터넷 주소(URL)를 누르면 악성 앱이 설치될 수 있습니다. 출처가 확인되지 않은 URL은 절대 누르지 마세요. ② 모바일 백신(모바일가드, V3, 알약 등)을 이용해 스미싱 및 악성 앱이 설치되지 않도록 대비해 주세요.  ③ URL을 눌렀다면 경찰(112)에 신고하고, 주변 사람들에게 스미싱 피해를 신속히 알려 주세요.  고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다.  ■ 문의: SKT 고객센터(114)  SKT와 함께해 주셔서 감사합니다."
ham,"[리필쿠폰 발급안내] [Web발신] [SKT] 리필 쿠폰 발급 안내  고객님, 안녕하세요. SK텔레콤과 오랫동안 함께해주신 고객님께 감사의 마음을 담아 <리필 쿠폰>을 드립니다. 가족에게도 선물하실 수 있는 리필 쿠폰을 알차게 사용해 보세요.  ■ 리필 쿠폰 안내 - 지급 대상: 2년 이상 SK텔레콤을 이용하신 고객님 - 지급 개수: 가입 기간에 따라 연 4~6개 지급 - 유효 기간: 발급일로부터 1년 - 혜택: 기본 제공 데이터(100% 또는 일부), 음성통화(20%) 중 택1하여 무료 리필 ※ 데이터 무제한 요금제를 이용하시는 고객님이 리필 쿠폰을 직접 사용하시는 경우, 음성통화만 충전하실 수 있습니다.  ■ 리필 쿠폰 사용 방법 ① 모바일 T월드: https://m.tworld.co.kr/myt-data/recharge/coupon ② 리필 전용 모바일 페이지: http://refill.sktcoupon.co.kr * 회원가입 또는 로그인을 하지 않아도 쿠폰을 확인하고 사용하실 수 있습니다. ③ ARS통화(무료): 1526 ④ 상담 챗봇 채티 서비스(T전화 앱): https://bit.ly/3NmxjtA ※ T월드 홈페이지/앱/매장, SKT 고객센터(114)에서도 확인 및 사용 가능  ■ 유의 사항 - 월 최대 1개 사용 가능 - 유효 기간: 발급일로부터 1년(미사용 시 자동 소멸) - 리필 쿠폰은 1년 단위로 가입년수 갱신 시점마다 새롭게 제공 ※ 자세한 내용은 쿠폰 사용 전에 안내되는 유의 사항을 확인해 주시기 바랍니다.  ■ 문의: 114 SKT와 함께해주셔서 감사합니다."
ham,"쓰레기 무단 투기 및 교통 민원을 사칭한 스미싱에 주의해 주세요. [Web발신] [SKT] 쓰레기 무단 투기/교통 민원 사칭 스미싱 주의 안내  고객님, 안녕하세요. 경찰청 <전기통신금융사기 통합신고대응센터>에서 알려 드립니다. 최근 쓰레기 무단 투기 및 교통 민원을 사칭한 스미싱이 늘어나고 있습니다. 아래 내용의 문자를 받고 URL을 누르면 휴대폰에 악성 앱이 설치될 수 있으니 절대 누르지 마세요.  ■ 주요 스미싱 내용 - ""쓰레기 미분리 신고 대상입니다. 과태료 사전 통지서 확인"" - ""도로법 위반 보고서 내용 확인"" 등  이미 URL을 눌러 휴대폰에 악성 앱이 설치된 것으로 의심되는 경우, 112로 신고해 주시기 바랍니다.  고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다.  SKT와 함께해 주셔서 감사합니다."
ham,"[Web발신] [SKT] 불법 스팸 전송 아르바이트 모집 주의 안내  고객님, 안녕하세요. 최근 청소년을 노리는 불법 스팸 전송 아르바이트 모집 사례가 늘고 있습니다. 불법 스팸 전송 시 형사 처벌 및 과태료 대상이 될 수 있으니 주의해 주시기 바랍니다.  ■ 주요 수법 ① SNS에 문자 전송 대행 아르바이트 모집 광고 게시 ② 아르바이트 지원자에게 문자 전송 방법 안내 후 하루 500건 발송 지시  ■ 법적 처벌 ① 1년 이하의 징역 또는 1천만 원 이하의 벌금 또는 3천만 원 이하의 과태료 ② 개인 모바일 메신저 아이디로 불법 스팸 전송 시, 아이디/휴대폰 회선 이용 정지 및 가입 제한  고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다.  SKT와 함께해 주셔서 감사합니다."
ham,[SK텔레콤] 불법 스팸 전송 아르바이트 모집에 주의해 주세요.
ham,"[Web발신] [SKT] 불법 스팸 전송 아르바이트 모집 주의 안내  고객님, 안녕하세요. 최근 청소년을 노리는 불법 스팸 전송 아르바이트 모집 사례가 늘고 있습니다. 불법 스팸 전송 시 형사 처벌 및 과태료 대상이 될 수 있으니 주의해 주시기 바랍니다.  ■ 주요 수법 ① SNS에 문자 전송 대행 아르바이트 모집 광고 게시 ② 아르바이트 지원자에게 문자 전송 방법 안내 후 하루 500건 발송 지시  ■ 법적 처벌 ① 1년 이하의 징역 또는 1천만 원 이하의 벌금 또는 3천만 원 이하의 과태료 ② 개인 모바일 메신저 아이디로 불법 스팸 전송 시, 아이디/휴대폰 회선 이용 정지 및 가입 제한  고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다.  SKT와 함께해 주셔서 감사합니다."
ham,"SKT상품안내 [Web발신] 스마트피싱보호 서비스 가입안내   안녕하세요. SKT입니다. 고객님께서는 데이터유니버스의 이동전화 제휴서비스 '스마트피싱보호'에 가입 완료하였습니다. 앞으로 SKT 통신요금에 합산하여 서비스 이용요금이 매월 청구될 예정입니다. ▶ 스마트피싱보호 이용 안내 - 서비스제공자사업자명 : 데이터유니버스 - 이용요금 : 월 1,650원 (부가세 포함) - 서비스 개시일 : 2024년 05월 25일 - 서비스 내용 : 휴대폰을 통해 발생하는 보이스피싱 메신저피싱 등 전화 금융사기 예방 서비스 - 문의 전화 : 1811-7531(유료) ▶ 스마트피싱보호 해지절차 및 안내 ① SKT에서 해지 - SKT 고객센터(114) - www.tworld.co.kr - 모바일 T-World 앱 ② 데이터유니버스에서 해지 - 1811-7531(유료) - http://s.antiscam.co.kr/s/df4024"
ham,"[Web발신] [SKT] 주식/코인 투자 불법 스팸 문자 주의 안내  고객님, 안녕하세요. 최근 주식 등 재테크 관련 스팸 문자가 증가하고 있습니다. 문자의 URL을 누르지 않도록 각별히 주의해 주시기 바랍니다.  ■ 대처 방법 ① 받은 스팸 문자는 KISA 간편신고 서비스와 불법스팸 간편신고 앱으로 신고해 주세요. ② 스팸 문자의 인터넷 URL을 누르지 마세요. ③ 스팸/스미싱 문자에 고객님 번호가 악용되지 않도록 번호도용문자차단(무료) 서비스에 가입해 주세요.  ▶ 번호도용문자차단(무료) 서비스 가입하기: http://t-mms.kr/jAQ/wHtvIW  고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다.  ■ 문의: SKT 고객센터(114)  SKT와 함께해 주셔서 감사합니다."
ham,"검찰청/금융감독원을 사칭한 보이스 피싱 범죄에 주의해 주세요. [Web발신] [SKT] 검찰청/금융감독원 사칭 보이스 피싱 범죄 주의 안내  고객님, 안녕하세요. 경찰청 <전기통신금융사기 통합신고대응센터>에서 알려 드립니다. 최근 1억 원 이상 고액 피해 보이스 피싱 사건이 증가하고 있습니다. 주요 수법과 특징, 대처 방법을 안내드리니 주의해 주시기 바랍니다.  ■ 주요 수법 ① 우편집배원, 택배 기사 등을 사칭해 “00카드가 신청되었다”는 전화를 걸어 접근 ② 전화 받은 사람이 신청 사실이 없다고 답하면 명의 도용 피해를 우려하며 허위 고객센터의 전화번호 안내 ③ 이후 검찰청/금융감독원을 사칭한 전화를 통해 범죄에 연루되었다고 거짓말  ■ 주요 특징 ① ‘개인정보 유출 여부 탐지’ 등이 필요하다는 명목으로 원격 제어 앱 설치 유도 ② 새 휴대폰을 개통하게 하는 등 대화 내역을 비롯한 증거 인멸 시도  ③ 평균 10일 이상 장기간 연락을 유지하며 자금 이체·인출 유도  ■ 대처 방법 ① 신청한 적 없는 전화나 문자를 받으면 일단 끊고, 해당 기관의 대표 번호나 112로 전화해 사실을 확인해 주세요. ② 수사 기관은 보안 유지 목적으로 원격 제어 앱 설치나 휴대폰 개통을 절대 요구하지 않습니다. 이 점 유의해 주세요.  고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다.  SKT와 함께해 주셔서 감사합니다."
ham,"[SK텔레콤] 요금안내서가 새롭게 바뀝니다. [Web발신] [SKT] 요금안내서 개편 사전 안내  고객님, 안녕하세요. 매달 받으시는 요금안내서가 2024년 10월부터 새롭게 바뀝니다. 이해하기 쉽게 정리된 정보를 제공할 예정입니다.  주요 변경 내용은 아래 URL을 눌러 확인해 보세요.   ▶ 새로운 요금안내서 미리 보기: https://pdfbill.sktelecom.com/new/bill.sk   * 접속 시 데이터 통화료 무료(해외 로밍 시 제외)  ■ 문의: SKT 고객센터(114)  SKT와 함께해 주셔서 감사합니다."
ham,"추석 연휴 스미싱 문자에 주의해 주세요. [Web발신] [SKT]  추석 연휴 스미싱 문자 주의 안내   고객님, 안녕하세요. 추석 연휴를 앞두고 코로나19 정부지원금 지급 대상, 택배 배송 조회 등을 사칭한 스미싱 문자가 늘어날 것으로 예상됩니다. 피해 예방을 위해 아래와 같이 대처 방법을 안내드립니다.   ■ 대처 방법 ① 출처가 불분명한 문자를 받은 경우 인터넷 주소(URL)나 전화번호는 절대 누르지 마시고, [스팸으로 신고]  또는 경찰청(112)으로 신고해 주세요.  카카오톡 채널 <보호나라>의 스미싱 확인 서비스를 통해 의심 문자의  정상 여부를 확인해 주시기 바랍니다. ② 출처를 알 수 없는 앱은 함부로 설치되지 않도록 스마트폰 보안 설정을 강화해 주시기 바랍니다. * 안드로이드 폰 설정 방법: 스마트폰 '설정' 앱 선택 > '보안 및 개인정보 보호'  메뉴 > '보안 위험 자동 차단' 활성화 ③ 개인정보 유출로 인해 원치 않는 대출 등 여신 거래가 발생하여 피해를 입지 않도록 금융 회사를 방문해 <여신거래 안심차단 서비스>를 신청하시기 바랍니다. ④ 사이버 사기 범죄 피해를 입은 경우 112 또는 경찰청 홈페이지 신고 창구로 바로 신고해 주시기 바랍니다.   고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다.   SKT와 함께해 주셔서 감사합니다."
ham,[SK텔레콤] 우편물 배달 관련 보이스피싱을 주의해 주세요.
ham,"[Web발신] [SKT] 우편물 배달 관련 보이스피싱 주의 안내  고객님, 안녕하세요. 최근 카드 우편물의 배송지 확인을 명목으로 우편집배원을 사칭하는 보이스피싱이 늘고 있습니다. 대처 방법을 안내드리니 주의해 주시기 바랍니다.  ■ 대처 방법 ① 우편집배원을 사칭한 보이스피싱이 의심될 경우, 가까운 우체국이나 우체국 고객센터(1588-1300)로 배달 사실을 문의해 주세요. ② 확인되지 않은 인터넷 주소(URL)를 누르면 악성 앱이 설치될 수 있습니다. 모바일 백신(모바일 가드, V3, 알약 등)을 이용하여 악성 앱 설치를 예방해 주세요. ③ URL을 눌렀다면 112로 신고하고, 지인들에게 보이스피싱 피해를 신속하게 알려 주세요.  점점 교묘해지는 보이스피싱 범죄 수법! 권일용 프로파일러와 남다른 촉을 가진 사람들은 피해갈 수 있을까요? 지금 SK텔레콤 유튜브 채널에서 확인해 보세요.  ▶ [경찰청×SK텔레콤] 끝까지 의심하라, 피싱게임 보기: http://t-mms.kr/jJe/wNjntX * 위 URL을 누르면 데이터 요금이 발생할 수 있습니다.  고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다.  ■ 문의: SKT 고객센터(114)  SKT와 함께해 주셔서 감사합니다."
ham,"원격 제어 앱을 이용한 피싱 범죄에 주의해 주세요. [Web발신] [SKT] 원격 제어 앱 이용 피싱 범죄 주의 안내  고객님, 안녕하세요. 경찰청 <전기통신금융사기 통합신고대응센터>에서 알려 드립니다. 최근 원격 제어 앱을 이용한 피싱 범죄가 늘고 있습니다. 주요 수법과 대처 방법을 안내드리니 주의해 주시기 바랍니다.  ■ 주요 수법 ① “00카드가 발급되었다”는 전화를 걸어 접근 ② 발급 사실 등을 확인한다는 명목으로 원격 제어 앱 설치 유도 ③ 원격 제어 앱 설치 후 인증 번호 입력 시 피싱범이 휴대폰을 장악해 개인정보 유출 ④ 피싱범이 금융 앱으로 금액을 이체하거나 악성 앱을 추가로 설치할 수 있음  ■ 대처 방법 - 금융 기관이나 수사 기관 등을 사칭한 피싱범이 원격 제어 앱 설치와 인증 번호 입력 등을 요구하는 경우, 절대 응대하지 마시고 112로 신고해 주시기 바랍니다.  고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다."
ham,"[SKT안내] [Web발신] [SKT] 0플랜 라지의 기본제공 영상/부가통화를 처음 사용하셨습니다. 0플랜 라지의 기본제공 영상/부가통화가 295분55초 남았습니다. (남은 시간 영상통화 1초 이용 시 영상/부가통화 제공량 1.66초가 차감됩니다.)  ※ '부가통화'란 콜센터 등 전국 대표번호(예:1599,1588,02-1588 등)와 050, 060, 013 등으로 시작되는 번호로 발신한 통화입니다.  기본 제공량 소진 후에는 사용하시는 만큼 요금(음성 1.98원/초, 영상 3.3원/초) 부과되오니 유의하시기 바랍니다."
ham,"[Web발신] [SKT] 2025년 T 멤버십 예상 등급 안내  고객님, 안녕하세요. 2025년 고객님의 T 멤버십 예상 등급은 VIP입니다.  ■ 2025년 T 멤버십 VIP 등급 안내 ① VIP PICK - 무료 영화 관람권 1장(연 3회) 포함, 매달 1회 취향대로 PICK 혜택 선택 가능(연 12회)  ② 풍성한 제휴 할인/적립 - 도미노피자, 피자헛, 파파존스 30% 할인/적립 - 파리바게뜨 1,000원당 100원, 뚜레쥬르 1,000원당 150원 할인/적립 - CU/세븐일레븐 1,000원당 100원 할인/적립 - 폴 바셋 시그니처 커피 4종 10% 할인/적립 - 주요 국내 영화관 영화 관람권 최대 4,000원 할인 등  ③ 매주 찾아오는 특별한 T day - 매달 첫 주, 매주 수요일마다 다양한 제휴사 할인/적립  ④ 누구나 참여할 수 있는 포인트 리워드 - 출석 체크, 혜택 여행 스탬프, 룰렛 게임 등 포인트 적립 기회  ▶ 자세히 보기: http://t-mms.kr/t.do?m=1901993331&s=29828&a=&u=https://bit.ly/3Ozw4JX  ■ 유의 사항 - 2025년 1월 1일(수)부터 기존 멤버십 카드로 변경된 등급의 혜택을 이용하실 수 있습니다. - 일부 요금제의 경우, 요금제 변경에 따라 멤버십 등급이 달라질 수 있습니다. - T 멤버십 등급과 관련된 더 자세한 내용은 T 멤버십 앱에서 확인하실 수 있습니다.  ■ 문의: SKT 고객센터(114)  SKT와 함께해 주셔서 감사합니다."
ham,"[SK텔레콤] 일부 LTE 요금제 신규가입 종료 안내드립니다. [Web발신] [SKT] 일부 LTE 요금제 신규가입 종료 안내  고객님, 안녕하세요. 가입하신 <0플랜 라지>의 신규가입이 2025년 2월 1일(토)에 종료됩니다. 이용에 참고해 주시기 바랍니다.  ■ 일부 LTE 요금제 신규가입 종료 안내 - 신규가입 종료일: 2025년 2월 1일(토) - 신규가입 종료 요금제: 뉴 T끼리 맞춤형(13종), 주말엔팅(1종), 0틴플랜(3종), 0플랜(2종), T플랜 시니어(3종), band 데이터(3종), T플랜(4종), 다이렉트LTE(3종), T Tab(4종)  ■ 유의 사항  - 신규가입 종료일 전 요금제에 가입하신 고객님은 요금제를 변경할 때까지 계속 이용하실 수 있습니다.  - 신규가입 종료일 이후 해당 요금제를 변경하거나 해지하면 다시 가입하실 수 없습니다.  ■ 문의: SKT 고객센터(114)  SKT와 함께해 주셔서 감사합니다."
ham,"[SKT] 설 연휴 스미싱 문자 주의 안내 [Web발신] 고객님, 안녕하세요. 설 연휴를 앞두고 연말정산 조회, 신용카드 배송 조회 등을 사칭한 스미싱 문자 및 해킹 메일이 늘어날 것으로 예상됩니다. 피해 예방을 위해 아래와 같이 대처 방법을 안내드립니다.   ■ 대처 방법 ① 출처가 분명하지 않은 문자의 인터넷 주소(URL)나 전화번호는 절대 누르지 마세요. [스팸으로 신고] 기능을 이용해 신고하거나 카카오톡 채널 ""보호나라""의 [스미싱 확인 서비스]를 통해 정상 문자인지 확인해 주세요.  ② 고객님이 신청하지 않은 신용카드가 배송 중이라는 문자나 전화를 받으면 일단 보이스피싱을 의심하세요. 가족 또는 지인의 도움을 받아 카드사 공식 고객센터로 연락해 사실 여부를 확인해 주세요.  ③ 개인정보 유출로 원하지 않는 여신 거래가 발생해 피해를 입지 않도록, 금융사에 방문해 [여신 거래 안심 차단 서비스]를 신청해 주세요.  ④ 사이버 사기 범죄 피해를 입은 경우 112 또는 경찰청 홈페이지를 통해 즉시 신고해 주세요.  ⑤ 어떠한 경우에도 불법 사채/사금융은 이용하지 마세요. 불법 사금융 신고/상담은 금융감독원 [불법 사금융 지킴이](포털 검색) 또는 1332로 신고해 주세요.  고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다.   SKT와 함께해 주셔서 감사합니다. "
ham,"고객 만족도 설문 조사에 참여해주세요 [Web발신] [SKT] 고객 만족도 조사 안내  고객님, 안녕하세요. SK텔레콤을 이용해주셔서 감사합니다. 더 나은 서비스를 드리기 위해 설문 조사를 진행하고 있습니다. 잠시 시간을 내어 고객님의 소중한 의견을 들려주세요.  ▶ 설문 참여하기(1분 소요) http://www.skt-survey.com/m/20250123CMP002/90FAEDAC4A82A17E115D9932219E8EC5  ※ 답변해주신 내용은 통계 분석에만 쓰이며, 다른 목적으로는 이용되지 않습니다.  고객님의 소중한 의견에 귀 기울여 더 큰 만족을 드리는 SK텔레콤이 되겠습니다.  무료 수신거부 1504"
ham,[SK텔레콤] 불법 도박 및 주식 투자 관련 스팸 문자에 주의해 주세요.
ham,"[Web발신] [SKT] 불법 도박 및 주식 투자 관련 스팸 문자 주의 안내  고객님, 안녕하세요. 최근 불법 도박 및 주식 투자 관련 스팸 문자가 급증하고 있습니다. 이러한 스팸은 고수익 보장, 무료 종목 추천, 도박 사이트 홍보 등을 미끼로 개인정보를 탈취하거나 금전적 피해를 일으킬 수 있으니 각별히 주의해 주시기 바랍니다.  ■ 주요 사례 ① 주식 투자 스팸: 급등주 추천, 단체 대화방 입장이나 유료 회원 가입 유도, 공신력 있는 금융 기관 사칭 ② 불법 도박 스팸: 도박 사이트 URL 전송, 청소년 대상 스팸 문자 전송 알바 유도 ③ 스미싱: 악성 코드가 포함된 URL을 통해 개인/금융 정보 탈취  ■ 대처 방법 ① 출처가 불분명한 문자의 URL을 절대 누르지 마세요. ② 스팸 문자 차단을 설정해 주세요. - 안드로이드: 통신사에서 제공하는 스팸 차단 앱(에이닷 전화 등) 설치 또는 [메시지 설정] > [스팸 및 차단 번호 관리] > [차단 문구 관리]에서 차단 문구 추가 - iOS: 통신사에서 제공하는 스팸 차단 앱(에이닷 전화 등) 설치  ■ 스팸 신고 - 불법스팸대응센터(국번 없이 118)로 신고 - 스마트폰의 스팸 신고 기능 이용 ▶ 이용 방법 안내: http://t-mms.kr/jDE/EqCeQQ  고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다.  SKT와 함께해 주셔서 감사합니다."
ham,장기 우수 고객님께 가입일 기념 데이터를 드립니다.
ham,"[Web발신] [SKT] <special T> 데이터 혜택 안내  장기 우수 고객님, 안녕하세요. SK텔레콤을 믿고 이용해 주신 고객님께 <special T> 혜택으로 가입일 기념 데이터 7GB를 드립니다. 오래 이용할수록 혜택이 커지는 <special T>를 만나 보세요. SK텔레콤 창사 40주년, 고객님의 믿음에 보답하겠습니다.  ■ <special T> 안내 - 오래 이용할수록 혜택이 커지는 장기 우수 고객 감사 프로그램  ■ <가입일 기념 데이터> 증정 - 가입 기간이 5년 이상인 고객님께 매년 가입 연수만큼 데이터 증정 - 가입하신 달 1일에 자동 적용 * 가입 기간이 30년 이상인 고객님께는 최대 30GB를 드립니다.  ■ 유의 사항 - 가입일 기념 데이터는 받으신 달에만 사용하실 수 있습니다. - 가입일 기념 데이터는 다음 달 1일 0시에 사라집니다.  special T가 드리는 데이터 7GB를 지금 확인하고 사용해 보세요.  ▶ <가입일 기념 데이터> 자세히 보기: https://skt.sh/qG7C9 ▶ 제공량 및 잔여 데이터 확인하기: https://bit.ly/3T6Bhfm  ■ 문의: SKT 고객센터(114)  언제나 SKT와 함께해 주셔서 감사합니다."
ham,"[SKT] 온가족플랜 혜택 안내 [Web발신] [SKT] <온가족플랜> 혜택 안내  고객님, 안녕하세요. 3월 <온가족플랜>으로 할인받은 금액을 안내드립니다.  ■ <온가족플랜> 혜택 안내 - 내 휴대폰 요금 할인 금액: 0원 - 우리 가족 총 할인 금액: 21,600원  ■ 문의: SKT 고객센터(114)  SKT와 함께해 주셔서 감사합니다."
ham,"카드 배송원을 사칭한 보이스피싱 범죄에 주의해 주세요. [Web발신] [SKT] 카드 배송원 사칭 보이스피싱 범죄 주의 안내  고객님, 안녕하세요. 경찰청 <전기통신금융사기 통합신고대응센터>에서 알려 드립니다. 최근 카드 배송원을 사칭한 보이스피싱 피해가 늘어나고 있습니다.  주요 수법과 대처 방법을 안내드리오니 주의하시기 바랍니다.  ■ 주요 수법 ① 카드 배송원을 사칭한 사람이 “00카드가 발급되었다”는 전화를 걸어 옴  ② 가짜 고객센터 번호를 안내하며 연락 유도  * 가짜 고객센터로 전화하면 치밀한 시나리오에 따라 피해로 이어질 가능성이 높습니다.   ■ 대처 방법 ① 신청한 적 없는 카드 발급과 관련된 전화를 받은 경우, 상대방이 알려주는 고객센터 번호로 연락하지 마세요.  ② 전화를 끊고, 카드사 대표 번호로 문의해 주세요. ③ 보이스피싱이 의심되면 112 또는 전기통신금융사기 통합신고대응센터로 신고해 주세요.  ▶ 전기통신금융사기 통합신고대응센터 바로 가기: www.counterscam112.go.kr  ▶ 월간피싱zero 웹 매거진 보기: https://www.counterscam112.go.kr/ScamAlert.html  고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다.  SKT와 함께해 주셔서 감사합니다."
ham,"[리필쿠폰 발급안내] [Web발신] [SKT] 리필 쿠폰 발급 안내  고객님, 안녕하세요. SK텔레콤과 오랫동안 함께해주신 고객님께 감사의 마음을 담아 <리필 쿠폰>을 드립니다. 가족에게도 선물하실 수 있는 리필 쿠폰을 알차게 사용해 보세요.  ■ 리필 쿠폰 안내 - 지급 대상: 2년 이상 SK텔레콤을 이용하신 고객님 - 지급 개수: 가입 기간에 따라 연 4~6개 지급 - 유효 기간: 발급일로부터 1년 - 혜택: 기본 제공 데이터(100% 또는 일부), 음성통화(20%) 중 택1하여 무료 리필 ※ 데이터 무제한 요금제를 이용하시는 고객님이 리필 쿠폰을 직접 사용하시는 경우, 음성통화만 충전하실 수 있습니다.  ■ 리필 쿠폰 사용 방법 ① 모바일 T월드: https://m.tworld.co.kr/myt-data/recharge/coupon ② 리필 전용 모바일 페이지: http://refill.sktcoupon.co.kr * 회원가입 또는 로그인을 하지 않아도 쿠폰을 확인하고 사용하실 수 있습니다. ③ ARS통화(무료): 1526 ④ 상담 챗봇 채티 서비스(T전화 앱): https://bit.ly/3NmxjtA ※ T월드 홈페이지/앱/매장, SKT 고객센터(114)에서도 확인 및 사용 가능  ■ 유의 사항 - 월 최대 1개 사용 가능 - 유효 기간: 발급일로부터 1년(미사용 시 자동 소멸) - 리필 쿠폰은 1년 단위로 가입년수 갱신 시점마다 새롭게 제공 ※ 자세한 내용은 쿠폰 사용 전에 안내되는 유의 사항을 확인해 주시기 바랍니다.  ■ 문의: 114 SKT와 함께해주셔서 감사합니다."
ham,"[SK텔레콤] 사이버 침해 사고 예방을 위해 유심보호서비스 가입을 안내드립니다. [Web발신] [SKT] 유심보호서비스 가입 안내  최근 발생한 당사 사이버 침해 사고로 고객님께 심려를 끼쳐 드린 점 진심으로 사과드립니다. 이번 사고와 관련하여 고객님들의 우려를 해소시켜 드릴 수 있는 유심보호서비스(무료)를 순차적으로 안내드리고 있습니다. 해당 서비스에 가입하시면 고객님이 사용하시는 유심에 안심 기능이 설정됩니다.  ■ 유심보호서비스 내용 - 타인이 고객님의 유심 정보를 복제 또는 탈취하여 다른 기기에서 통신 서비스에 접속하는 것을 원천 차단해 주는 서비스입니다. - 간단한 절차를 통해 가입만 하시면 별도의 조치 없이 고객님의 유심 정보를 안전하게 보호할 수 있는 무료 부가서비스입니다.  ■ 유의 사항 - 해당 서비스에 가입하시면 해외 로밍 서비스를 이용하실 수 없습니다. - <baro 요금제> 등 로밍 요금제 가입 고객님은 서비스를 해지하셔야 유심보호서비스에 가입하실 수 있습니다. - 단, 로밍 서비스가 필요하신 경우, 언제든지 유심보호서비스를 해지하시고 로밍 서비스에 재가입하실 수 있습니다.  ▶ 유심보호서비스(무료) 가입하기  - 앱: http://t-mms.kr/aIi/EPJaER  - 웹: http://t-mms.kr/aIM/EPJaER  가입 절차를 보다 쉽게 이해하시고 싶은 고객님은 아래 URL를 눌러 따라해 주시기 바랍니다. ▶ 가입 영상 보기 - bit.ly/sktusim  ■ 문의: SK텔레콤 고객센터(080-800-0577)  다시 한번 고객님께 진심으로 사과드리며, SK텔레콤은 앞으로 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다.  감사합니다."
ham,제목없음 [Web발신] [PASS] 신*호님 SKT 인증 서비스 PASS앱(무료)에 등록이 완료되었습니다.  본인이 아닐 경우 PASS 앱 고객센터로 문의 바랍니다. 
ham,SKT상품안내 [Web발신] [SKT] 번호도용문자차단 서비스에 가입되었습니다. 고객님의 이동전화번호가 한국인터넷진흥원에 제공됩니다. 문의 114
ham,"[SK텔레콤] 유심보호서비스 가입을 안내드립니다. [Web발신] [SKT] 유심보호서비스 가입을 안내드립니다.  SK텔레콤입니다.  우선 고객님께 진심으로 사과의 말씀을 드립니다. 이번 사고로 고객님께서 겪으시는 불편과 불안을 해결하기 위해 모든 임직원이 끝까지 최선을 다하겠습니다.  고객님의 정보를 가장 손쉬운 방법으로 안전하게 보호할 수 있는 유심보호서비스에 대해 안내드리고자 연락드렸습니다.  이미 1천만 명 넘는 고객님께서 가입하신 서비스로 유심 교체와 동일한 효과의 강력한 보호 수단입니다. 복잡한 절차나 매장 방문 없이 아래 링크에서 바로 가입하실 수 있습니다.  유심 교체를 염두에 두고 계시더라도 교체 전까지 유심보호서비스에 가입하신 후, 안심하시고 기다려 주시기 바랍니다. ▶ 유심보호서비스 가입하기: https://m.tworld.co.kr/product/usimsvc  T ID가 없거나 접속이 어려운 경우, 아래 링크로 이용 가능하십니다. ▶ 유심보호서비스 예약하기: https://u.tworld.co.kr  오랜 시간 SK텔레콤을 사랑해 주신 고객님들께 큰 불편을 드리게 되어 다시 한번 깊이 사과드립니다. 최선을 다해 해결 방안을 찾고, 고객님께 피해가 발생하지 않도록 끝까지 책임을 다하겠습니다.  SK텔레콤 드림"
